,MTFCC,OID,LNDMRKNS,BASENAME,NAME,LSADC,FUNCSTAT,AREALAND,AREAWATER,CENTLAT,CENTLON,INTPTLAT,INTPTLON,Street Address,City,State,Zip Code
5477,K1236,1104492754137,,Sullivan County Sheriffs,Sullivan County Sheriffs Ofc,,,299972,,36.540281,-82.319569,36.540281,-82.319569,380 Masengill Road,Blountville,TN,37617
5478,K1236,1104474318939,,Sully County,Sully County Courthouse,,,6580,,44.7083087,-100.0663726,44.7083087,-100.0663726,700 Ash Avenue,Onida,SD,57564
5479,K1236,1104475014431,,Sulphur City,Sulphur City Jail,,,3351,,30.2431687,-93.3766517,30.2431687,-93.3766517,602 North Huntington Street,Sulphur,LA,70663
5480,K1236,1104485190925,,Sumiton,Sumiton Police Dept,,,13828,,33.7523939,-87.0489208,33.7523939,-87.0489208,416 State Street,Sumiton,AL,35148
5481,K1237,1104690714672,,Summit County Community-Based,Summit County Community-Based Corr Faclty,,,19388,,41.0587724,-81.5187384,41.0587724,-81.5187384,264 East Crosier Street,Akron,OH,44311
5482,K1236,1104690715580,,Summit County Glenwood Minimum Security,Summit County Glenwood Minimum Security Jail,,,10742,,41.0771585,-81.4899788,41.0771585,-81.4899788,885 East Buchtel Avenue,Akron,OH,44305
5483,K1236,1104690729431,,Summit County,Summit County Jail,,,48034,,41.0603138,-81.5211778,41.0603138,-81.5211778,205 East Crosier Street,Akron,OH,44311
5484,K1236,1104492569546,,Summit County Justice,Summit County Justice Ctr,,,57005,,40.7201943,-111.4786137,40.7201943,-111.4786137,6300 Justice Center Road,Park City,UT,84098
5485,K1235,1104690717614,,Summit County Juvenile Detention Services,Summit County Juvenile Detention Services,,,42975,,41.0918636,-81.4978513,41.0918636,-81.4978513,650 Dan Street,Akron,OH,44310
5486,K1236,1104690865453,,Summit County Sheriff's,Summit County Sheriff's Ofc,,,18452,,39.4911764,-106.0471011,39.4911764,-106.0471011,501 North Park Avenue,Breckenridge,CO,80424
5487,K1237,1104699623086,,Summit Shock Incarceration,Summit Shock Incarceration Corr Faclty,,,118199,,42.5638099,-74.5358766,42.5638099,-74.5358766, Eagle Heights Road,Summit,NY,12175
5488,K1236,1104492525154,,Sumner County Detention,Sumner County Detention Faclty,,,34429,,37.2888871,-97.3898864,37.2888871,-97.3898864,610 East Hillside Road,Wellington,KS,67152
5489,K1236,1104492741857,,Sumner County Sheriffs,Sumner County Sheriffs Ofc,,,36109,,36.3862297,-86.4469679,36.3862297,-86.4469679,136 West Bledsoe Street,Gallatin,TN,37066
5490,K1237,1104483275482,,Sumter Correctional,Sumter Correctional Instn,,,421521,,28.6175046,-82.206877,28.6175046,-82.206877, Unnamed Road,,FL,33513
5491,K1236,1104695553779,,Sumter County Correctional,Sumter County Correctional Instn,,,21382,,32.0739897,-84.2774559,32.0739897,-84.2774559,352 Mc Math Mill Road,Americus,GA,31719
5492,K1236,1104483287599,,Sumter County,Sumter County Detention Ctr,,,36333,,28.6626337,-82.1090576,28.6626337,-82.1090576,319 East Anderson Avenue,Bushnell,FL,33513
5493,K1236,1104485665553,,Sumter County,Sumter County Jail,,,24023,,32.6003921,-88.1809123,32.6003921,-88.1809123,118 Hospital Drive,Livingston,AL,35470
5494,K1236,1104695553783,,Sumter County,Sumter County Jail,,,14668,,32.0733578,-84.2766158,32.0733578,-84.2766158,352 Mc Math Mill Road,Americus,GA,31719
5495,K1237,1104483291921,,Sumter Work,Sumter Work Cp,,,45968,,28.6132653,-82.2051668,28.6132653,-82.2051668,9858 County Road 476B,Bushnell,FL,33513
5496,K1235,1104695553841,,Sumter Youth Development,Sumter Youth Development Cmps,,,89965,,32.0725436,-84.271326,32.0725436,-84.271326,300 Mc Math Mill Road,Americus,GA,31719
5497,K1236,1104692265076,,Sumter-Lee Regional,Sumter-Lee Regional Detention Ctr,,,62819,,33.9590356,-80.3265145,33.9590356,-80.3265145,1250 Winkles Road,Sumter,SC,29153
5498,K1237,1104484249226,,Suncoast Work Release,Suncoast Work Release Ctr,,,53979,,27.8662508,-82.6247881,27.8662508,-82.6247881,10596 Gandy Boulevard North,St. Petersburg,FL,33702
5499,K1236,1104690847622,,Sunflower County,Sunflower County Jail,,,9447,,33.4481905,-90.6299195,33.4481905,-90.6299195,1300 Allen Road,Indianola,MS,38751
5500,K1236,1104475169536,,Sunnyside City,Sunnyside City Jail,,,29265,,46.328275,-120.0239791,46.328275,-120.0239791,401 Homer Street,Sunnyside,WA,98944
5501,K1236,1104691864065,,Surry County Sheriff's,Surry County Sheriff's Ofc,,,5219,,36.3975395,-80.722722,36.3975395,-80.722722,218 North Main Street,Dobson,NC,27017
5502,K1236,1104692421162,,Susquehanna County,Susquehanna County Corr Faclty,,,12348,,41.8040887,-75.8852969,41.8040887,-75.8852969,137 Ellsworth Drive,Montrose,PA,18801
5503,K1237,1104485215461,,Sussex Community Corrections,Sussex Community Corrections Ctr,,,21029,,38.6583661,-75.3723251,38.6583661,-75.3723251, ,,DE,19947
5504,K1237,1104484217568,,Sussex Correctional,Sussex Correctional Instn,,,81438,,38.6600302,-75.3702239,38.6600302,-75.3702239,23207 Dupont Boulevard,Georgetown,DE,19947
5505,K1236,1104474346698,,Sussex County Keogh-Dwyer,Sussex County Keogh-Dwyer Corr Faclty,,,22701,,41.0587487,-74.7552003,41.0587487,-74.7552003,43-47 High Street,Newton,NJ,07860
5506,K1236,1104692007806,,Sussex County Sheriff's,Sussex County Sheriff's Ofc,,,14397,,36.9152763,-77.281216,36.9152763,-77.281216,14458 Courthouse Road,Stony Creek,VA,23882
5507,K1237,1104692053221,,Sussex I,Sussex I State Prison,,,1113917,,37.0457585,-77.2009021,37.0457585,-77.2009021, Unnamed Road,Waverly,VA,23890
5508,K1237,1104692053387,,Sussex II,Sussex II State Prison,,,860438,,37.0513174,-77.2060738,37.0513174,-77.2060738, Unnamed Road,Waverly,VA,23891
5509,K1237,1104485215664,,Sussex Violation of Probation,Sussex Violation of Probation Ctr,,,23033,,38.6572013,-75.3684995,38.6572013,-75.3684995, Unnamed Road,Georgetown,DE,19947
5510,K1236,1104483939503,,Sutter County,Sutter County Jail,,,32521,,39.1430512,-121.6380106,39.1430512,-121.6380106,1077 Civic Center Boulevard,Yuba City,CA,95993
5511,K1236,1104482071203,,Sutton County,Sutton County Jail,,,2312,,30.5733598,-100.6440599,30.5733598,-100.6440599,401 East Oak Street,Sonora,TX,76950
5512,K1236,1104483272317,,Suwanee County,Suwanee County Jail,,,8228,,30.2951105,-82.9859068,30.2951105,-82.9859068,200 Ohio Avenue South,Live Oak,FL,32064
5513,K1237,1104483273707,,Suwannee Correctional,Suwannee Correctional Instn,,,1053129,,30.2376337,-82.867869,30.2376337,-82.867869, Unnamed Road,Live Oak,FL,32060
5514,K1236,1104691864191,,Swain County,Swain County Courthouse,,,2281,,35.4277498,-83.4449153,35.4277498,-83.4449153,2 Everett Street,Bryson City,NC,28713
5515,K1237,1104690920416,,Swannanoa Correctional Center for Women,Swannanoa Correctional Center for Women,,,418986,,35.6108242,-82.3736031,35.6108242,-82.3736031,741 Old US Highway 70,Black Mountain,NC,28711
5516,K1235,1104475122308,,Swanson Center for Youth,Swanson Center for Youth,,,14738,,32.4541929,-92.112887,32.4541929,-92.112887,4701 South Grand Street,Monroe,LA,71202
5517,K1236,1104493003677,,Sweet Grass County Corthouse,Sweet Grass County Corthouse,,,16332,,45.8343357,-109.9576681,45.8343357,-109.9576681,200 West 1st Avenue,Big Timber,MT,59011
5518,K1236,1104471008958,,Sweetwater County,Sweetwater County Detention Ctr,,,108211,,41.5375562,-109.3009014,41.5375562,-109.3009014,50140a U.S. 191,Rock Springs,WY,82901
5519,K1236,1104699402495,,Swift County,Swift County Courthouse,,,11195,,45.3170994,-95.6011702,45.3170994,-95.6011702,301 14th Street North,Benson,MN,56215
5520,K1236,1104482090087,,Swisher County,Swisher County Jail,,,6946,,34.5366034,-101.7633011,34.5366034,-101.7633011,136 East Broadway Avenue,Tulia,TX,79088
5521,K1236,1104492824716,,Switzerland County Sheriff's,Switzerland County Sheriff's Ofc,,,4648,,38.747801,-85.0695061,38.747801,-85.0695061,204 West Pike Street,Vevay,IN,47043
5522,K1236,1104486323853,,Sylacauga,Sylacauga Police Dept,,,14516,,33.1720919,-86.2514036,33.1720919,-86.2514036,301 North Broadway Avenue,Sylacauga,AL,35150
5523,K1236,1104695550672,,Sylvania City Department of Public Safety,Sylvania City Department of Public Safety,,,24940,,32.750949,-81.645682,32.750949,-81.645682,216 Mims Road,Sylvania,GA,30467
5524,K1236,1104476281886,,T Don Hutto Residential,T Don Hutto Residential Ctr,,,139689,,30.5645337,-97.4195952,30.5645337,-97.4195952,1001 Welch Street,Taylor,TX,76574
5525,K1237,1104475921166,,T L Roach Unit,T L Roach Unit,,,135775,,34.4313317,-100.2758625,34.4313317,-100.2758625,15845 Farm to Market Road 164,Childress,TX,79201
5526,K1236,1104478029567,,T L Timmons Law Enforcement,T L Timmons Law Enforcement Ctr,,,12379,,33.917084,-102.3200283,33.917084,-102.3200283,1200 East Waylon Jennings Boulevard,Littlefield,TX,79339
5527,K1235,1104714788440,,Taberg Residential,Taberg Residential Ctr,,,141458,6048.0,43.3447485,-75.6673453,43.3437033,-75.6669647,10020 Taberg-Florence Road,,NY,13471
5528,K1237,1104691155898,,Tabor Correctional,Tabor Correctional Instn,,,456308,,34.1872337,-78.9113102,34.1872337,-78.9113102,4600 Swamp Fox Highway West,Tabor City,NC,28463
5529,K1237,1104699592230,,Taconic,Taconic Corr Faclty,,,271899,,41.2389984,-73.6808213,41.2389984,-73.6808213,29 Italy Avenue,Bedford Hills,NY,10507
5530,K1237,1104474061537,,Taft Community,Taft Community Corr Faclty,,,23673,,35.1343562,-119.4416106,35.1343562,-119.4416106,330 Commerce Way,Taft,CA,93268
5531,K1237,1104474063447,,Taft Correctional,Taft Correctional Instn,,,689219,,35.1123587,-119.3832016,35.1123587,-119.3832016,1500 Cadet Road,Taft,CA,93268
5532,K1235,1104492838984,,Taft Youth Development,Taft Youth Development Ctr,,,910801,,35.7615092,-85.2450847,35.7615092,-85.2450847, Tennessee 301,Pikeville,TN,37367
5533,K1235,1104492838985,,Taft Youth Development,Taft Youth Development Ctr,,,157485,,35.7668314,-85.2430263,35.7668314,-85.2430263, Tennessee 301,Crossville,TN,38572
5534,K1237,1105595474525,,Tafuna,Tafuna Corr Faclty,,,19665,,-14.3183592,-170.7178292,-14.3183592,-170.7178292, ,Tafuna,Western District,96799
5535,K1236,1104486715317,,Talapoosa County,Talapoosa County Jail,,,18478,,32.808661,-85.7718184,32.808661,-85.7718184,316 Industrial Park Drive,Dadeville,AL,36853
5536,K1236,1104471614158,,Talbot County,Talbot County Detention Ctr,,,5249,,38.7748031,-76.0790714,38.7748031,-76.0790714,115 West Dover Street,Easton,MD,21601
5537,K1236,1104696020887,,Talbot County,Talbot County Jail,,,1352,,32.6782643,-84.5398677,32.6782643,-84.5398677,26 Washington Avenue,Talbotton,GA,31827
5538,K1238,1104474524404,,Talbot,Talbot Hall,,,25157,,40.7286912,-74.1063305,40.7286912,-74.1063305,100-140 Lincoln Highway,Kearny,NJ,07032
5539,K1236,1104693025984,,Talequah,Talequah Police Dept,,,8344,,35.9135621,-94.9735404,35.9135621,-94.9735404,111S South Cherokee Avenue,Tahlequah,OK,74464
5540,K1236,1104486323591,,Talladega County,Talladega County Jail,,,42816,,33.4279067,-86.137279,33.4279067,-86.137279,150 East Renfroe Road,Talladega,AL,35160
5541,K1236,1104486334275,,Talladega,Talladega Police Dept,,,8074,,33.4327979,-86.1039941,33.4327979,-86.1039941,203 South Saint West,Talladega,AL,35160
5542,K1237,1104484398869,,Tallahassee Federal Correctional,Tallahassee Federal Correctional Instn,,,522594,,30.4436392,-84.2229935,30.4436392,-84.2229935,3112 Fci Village Road,Tallahassee,FL,32311
5543,K1237,1104484407948,,Tallahassee Work Release,Tallahassee Work Release Ctr,,,92811,,30.4079679,-84.3070543,30.4079679,-84.3070543,2616-A Springhill Road,Tallahassee,FL,32305
5544,K1237,1104690847852,,Tallahatchie County,Tallahatchie County Corr Faclty,,,278232,,34.0260712,-90.4446471,34.0260712,-90.4446471,19218 U.S. 49,Tutwiler,MS,38963
5545,K1236,1104690847891,,Tallahatchie County,Tallahatchie County Jail,,,5457,,34.0071179,-90.0575442,34.0071179,-90.0575442,1 Court Square,Charleston,MS,38921
5546,K1236,1104485204341,,Tallassee City,Tallassee City Jail,,,2522,,32.5360161,-85.8926901,32.5360161,-85.8926901,214 Barnett Boulevard,Tallassee,AL,36078
5547,K1236,1104486745215,,Tama County Courthouse and,Tama County Courthouse and Jail,,,14529,,41.9961398,-92.5790378,41.9961398,-92.5790378,100 West High Street,Toledo,IA,52342
5548,K1237,1104475183489,,Tamms Correctional,Tamms Correctional Ctr,,,276387,,37.2496566,-89.2817722,37.2496566,-89.2817722, New Prison Road,Tamms,IL,62988
5549,K1236,1104492911338,,Taney County,Taney County Jail,,,16596,,36.6845174,-93.1166421,36.6845174,-93.1166421,226 Main Street,Forsyth,MO,65653
5550,K1236,1104475149271,,Tangipahoa Parish,Tangipahoa Parish Jail,,,50115,,30.7298154,-90.5212398,30.7298154,-90.5212398,101 Campo Lane,Amite City,LA,70422
5551,K1236,1109098033024,,Taos County Adult,Taos County Adult Detention Ctr,,,6413,,36.3976056,-105.5756166,36.3976056,-105.5756166,105 Albright Street,Taos,NM,87571
5552,K1237,1104484249515,,Tarpon Springs Work Release,Tarpon Springs Work Release Ctr,,,12077,,28.1681211,-82.7685312,28.1681211,-82.7685312,566 Brady Road,Tarpon Springs,FL,34689
5553,K1236,1104485419973,,Tarrant City,Tarrant City Jail,,,10106,,33.5844803,-86.7748205,33.5844803,-86.7748205,2587 Commerce Circle,Birmingham,AL,35217
5554,K1236,1104483303416,,Tarrant County Corrections,Tarrant County Corrections Ctr,,,13299,,32.7556124,-97.3369506,32.7556124,-97.3369506,501 West Belknap Street,Fort Worth,TX,76102
5555,K1236,1104483294217,,Tarrant County Jail Belknap,Tarrant County Jail Belknap Faclty,,,8707,,32.7574597,-97.3359086,32.7574597,-97.3359086, ,Fort Worth,TX,76102
5556,K1236,1104483299138,,Tarrant County Jail Cold Springs,Tarrant County Jail Cold Springs Faclty,,,45071,,32.7728497,-97.3265855,32.7728497,-97.3265855,1521 Swift Street,Fort Worth,TX,76102
5557,K1236,1104483300395,,Tarrant County Jail Green Bay,Tarrant County Jail Green Bay Faclty,,,37616,,32.836207,-97.3146019,32.836207,-97.3146019,2500 Urban Drive,Fort Worth,TX,76106
5558,K1236,1104690848661,,Tate County,Tate County Jail,,,10396,,34.6114584,-89.993297,34.6114584,-89.993297,1 Justice Drive,Senatobia,MS,38668
5559,K1236,1104746057413,,Tattnall County,Tattnall County Courthouse,,,23523,,32.0869966,-82.1191482,32.0869966,-82.1191482,111 North Main Street,Reidsville,GA,30453
5560,K1237,110687024186,,Taycheedah Correctional,Taycheedah Correctional Instn,,,442349,,43.7978398,-88.3852243,43.7978398,-88.3852243,751 County Road K,Fond du Lac,WI,54937
5561,K1237,1104483206323,,Taylor Correctional,Taylor Correctional Instn,,,1592354,,30.0365042,-83.7157017,30.0365042,-83.7157017, Unnamed Road,Perry,FL,32348
5562,K1236,1104499201887,,Taylor County,Taylor County Detention Ctr,,,13284,,37.3408904,-85.3418954,37.3408904,-85.3418954,120 South Central Avenue,Campbellsville,KY,42718
5563,K1236,1104486745424,,Taylor County,Taylor County Jail,,,1392,,40.6681433,-94.7194726,40.6681433,-94.7194726,408 Jefferson Street,Bedford,IA,50833
5564,K1236,1104483218700,,Taylor County,Taylor County Jail,,,44305,,30.1100502,-83.5731934,30.1100502,-83.5731934,589 U.S. 27,Perry,FL,32347
5565,K1236,1104482551547,,Taylor County,Taylor County Jail,,,73344,,32.4170687,-99.734971,32.4170687,-99.734971,910 South 27th Street,Abilene,TX,79602
5566,K1235,1104482703067,,Taylor County Juvenile,Taylor County Juvenile Detention Ctr,,,36698,,32.418387,-99.7332421,32.418387,-99.7332421,889 South 25th Street,Abilene,TX,79602
5567,K1236,1104474743772,,Taylor County Sheriff's,Taylor County Sheriff's Dept,,,20056,,45.1372303,-90.342009,45.1372303,-90.342009,224 South 2nd Street,Medford,WI,54451
5568,K1236,1104746057743,,Taylor County Sheriff's,Taylor County Sheriff's Ofc,,,2335,,32.5576657,-84.2367713,32.5576657,-84.2367713,4 West Main Street,Butler,GA,31006
5569,K1236,1104690694019,,Taylor,Taylor Police Dept,,,13252,,42.2257526,-83.2633991,42.2257526,-83.2633991,23555 Goddard Road,Taylor,MI,48180
5570,K1237,1104483206778,,Taylor Work,Taylor Work Cp,,,249907,,30.0418095,-83.7096329,30.0418095,-83.7096329, Hampton Spring,Perry,FL,32348
5571,K1237,1104475200094,,Taylorville Correctional,Taylorville Correctional Ctr,,,416951,,39.5154597,-89.2272301,39.5154597,-89.2272301,1144 North 1600 East Road,Taylorville,IL,62568
5572,K1236,1104475355704,,Tazewell County,Tazewell County Jail,,,8634,,40.5692157,-89.6497826,40.5692157,-89.6497826,101 South Capitol Street,Pekin,IL,61554
5573,K1237,1104692380196,,Tecumseh State Correctional,Tecumseh State Correctional Instn,,,403303,,40.4017712,-96.1840879,40.4017712,-96.1840879,2725 Nebraska 50,Tecumseh,NE,68450
5574,K1235,1104492592131,,Teen Challenge,Teen Challenge,,,412869,,37.3951898,-89.5620201,37.3951898,-89.5620201,303 Matc Lane,Cape Girardeau,MO,63701
5575,K1236,1104473994025,,Tehama County,Tehama County Jail,,,7914,,40.1756358,-122.2369053,40.1756358,-122.2369053,502 Oak Street,Red Bluff,CA,96080
5576,K1235,1104483939095,,Tehama County Juvenile,Tehama County Juvenile Hall,,,11467,,40.1706825,-122.2537027,40.1706825,-122.2537027,1790 Walnut Street,Red Bluff,CA,96080
5577,K1236,1104746266164,,Telfair County,Telfair County Jail,,,9206,,32.0674634,-82.8967899,32.0674634,-82.8967899,11 East Oak Street,McRae-Helena,GA,31055
5578,K1237,1104696044428,,Telfair,Telfair State Prison,,,202672,,32.0878986,-82.9100111,32.0878986,-82.9100111,170 Long Bridge Road,McRae-Helena,GA,31037
5579,K1236,1104690862143,,Teller County Sheriff's,Teller County Sheriff's Ofc,,,9471,,38.9431718,-105.1512674,38.9431718,-105.1512674,288 Weaverville Road,Divide,CO,80814
5580,K1236,1104475030504,,Templeman,Templeman Corr Faclty,,,7526,,29.9614974,-90.0978008,29.9614974,-90.0978008,3121 Perdido Street,New Orleans,LA,70119
5581,K1237,1104492873737,,Tennessee Prison for Women,Tennessee Prison for Women,,,366266,,36.1933605,-86.8612215,36.1933605,-86.8612215,3881 Stewarts Lane,Nashville,TN,37218
5582,K1236,1104475125083,,Tensas Parish,Tensas Parish Detention Ctr,,,74583,,31.8084064,-91.3974493,31.8084064,-91.3974493,8606 U.S. 65,Waterproof,LA,71375
5583,K1236,1104481577828,,Tensas Parish,Tensas Parish Jail,,,11672,,31.9143914,-91.2371305,31.9143914,-91.2371305,201 Hancock Street,Saint Joseph,LA,71366
5584,K1236,1104475130072,,Terrebonne Courthouse and Jail Annex,Terrebonne Courthouse and Jail Annex,,,1400,,29.5971696,-90.7215664,29.5971696,-90.7215664,7868 West Main Street,Houma,LA,70360
5585,K1236,1104475127570,,Terrebonne Criminal Justice,Terrebonne Criminal Justice Complx,,,104009,,29.5200165,-90.6737024,29.5200165,-90.6737024,3211 Grand Caillou Road,Houma,LA,70363
5586,K1236,1104486766783,,Terrell County,Terrell County Jail,,,21543,,30.143415,-102.3946869,30.143415,-102.3946869,406 1st Street,Sanderson,TX,79848
5587,K1236,1104696047200,,Terrell County,Terrell County Prison,,,63932,,31.7422321,-84.4145896,31.7422321,-84.4145896,3110 Albany Highway,Dawson,GA,39842
5588,K1237,1104475819521,,Terrell Unit,Terrell Unit,,,790172,,29.2990536,-95.5383896,29.2990536,-95.5383896,1300 Farm to Market 655,Rosharon,TX,77583
5589,K1236,1104482206167,,Terry County,Terry County Jail,,,13997,,33.1817911,-102.2585482,33.1817911,-102.2585482,1311 Tahoka Road,Brownfield,TX,79316
5590,K1236,1104470924615,,Teton County,Teton County Detention Ctr,,,10164,,43.4778798,-110.7596176,43.4778798,-110.7596176,175 South Willow Street,Jackson,WY,83001
5591,K1237,1104470633763,,Texarkana Regional Correction,Texarkana Regional Correction Ctr,,,16670,,33.4264386,-94.0413283,33.4264386,-94.0413283,305 East 5th Street,Texarkana,AR,71854
5592,K1237,1104691776935,,Texas Community Education,Texas Community Education Ctr,,,166530,,30.6977954,-95.0051015,30.6977954,-95.0051015,3400 Farm to Market 350,Livingston,TX,77351
5593,K1235,1104699698649,,Texas County Juvenile,Texas County Juvenile Detention Ctr,,,4064,,36.8555402,-101.2120209,36.8555402,-101.2120209,206 U.S. 54,Hooker,OK,73945
5594,K1236,1104492912937,,Texas County Sheriff's,Texas County Sheriff's Ofc,,,39305,,37.3303282,-91.9572714,37.3303282,-91.9572714,519 North Grand Avenue,Houston,MO,65483
5595,K1236,1104699698674,,Texas County Sheriff's,Texas County Sheriff's Ofc,,,24629,,36.6683487,-101.4806641,36.6683487,-101.4806641,1102 South Ellison Street,Guymon,OK,73942
5596,K1236,1104692432070,,Thayer County,Thayer County Jail,,,2767,,40.1680569,-97.5915345,40.1680569,-97.5915345,324 Olive Avenue,Hebron,NE,68370
5597,K1238,1104474579786,,The Albert M Robinson Assessment and Treatment,The Albert M Robinson Assessment and Treatment Ctr,,,20799,,40.2421495,-74.7351372,40.2421495,-74.7351372,377 Enterprise Avenue,Trenton,NJ,08638
5598,K1238,1104474487698,,The End Times,The End Times,,,2453,,40.5422905,-122.3940242,40.5422905,-122.3940242,1871 Kenyon Drive,Redding,CA,96001
5599,K1235,1104470263773,,The Home for Little Wanderers,The Home for Little Wanderers,,,16663,,42.326972,-71.1118963,42.326972,-71.1118963,161 South Huntington Avenue,Boston,MA,02130
5600,K1237,1104484127205,,The Polk Bridge,The Polk Bridge,,,6154,,28.0572074,-81.789692,28.0572074,-81.789692,602 Melton Avenue,Auburndale,FL,33823
5601,K1236,1104475181337,,The Ridge,The Ridge Corr Faclty,,,189211,,48.1740781,-122.0478614,48.1740781,-122.0478614, Mainline Road,Arlington,WA,98223
5602,K1237,1104484075030,,The Transition,The Transition Hse,,,11753,,28.3035982,-81.3957241,28.3035982,-81.3957241,900 East Vine Street,Kissimmee,FL,34744
5603,K1236,1104469827293,,The Western Massachusetts Correctional Alcohol,The Western Massachusetts Correctional Alcohol Ctr,,,4207,,42.0994148,-72.5863621,42.0994148,-72.5863621,26 Howard Street,Springfield,MA,01105
5604,K1236,1104474582592,,Theo Lacy,Theo Lacy Faclty,,,90810,,33.781924,-117.8867366,33.781924,-117.8867366,501 The City Drive South,Orange,CA,92868
5605,K1238,1104492874651,,Theodora House Work Release,Theodora House Work Release,,,5467,,39.779865,-86.1552116,39.779865,-86.1552116,927 North Pennsylvania Street,Indianapolis,IN,46204
5606,K1238,1104486707147,,Third Judicial District Residential,Third Judicial District Residential Faclty,,,5116,,43.1844947,-95.86243,43.1844947,-95.86243,720 Western Avenue,Sheldon,IA,51201
5607,K1238,1104486779704,,Third Judicial District Sioux City Residential,Third Judicial District Sioux City Residential Faclty,,,7779,,42.4957513,-96.4097619,42.4957513,-96.4097619,515 Water Street,Sioux City,IA,51103
5608,K1236,1104696050141,,Thomas County,Thomas County Jail,,,39058,,30.8363696,-83.9625987,30.8363696,-83.9625987,921 Smith Avenue,Thomasville,GA,31792
5609,K1236,1104696050613,,Thomas County,Thomas County Prison,,,14259,,30.8145017,-83.9087335,30.8145017,-83.9087335,161 Joyner Road,Thomasville,GA,31757
5610,K1236,1104492525627,,Thomas County Sheriff's,Thomas County Sheriff's Ofc,,,5685,,39.3954008,-101.0427493,39.3954008,-101.0427493,225 North Court Avenue,Colby,KS,67701
5611,K1237,1104482707247,,Thomas Goree Unit,Thomas Goree Unit,,,726292,6403.0,30.6769566,-95.5150476,30.6769141,-95.515093,7405 Texas 75,Huntsville,TX,77340
5612,K1237,1104475819800,,Thomas Havins Unit,Thomas Havins Unit,,,92984,,31.6567394,-98.9734843,31.6567394,-98.9734843,500 Farm to Market 45,Brownwood,TX,76801
5613,K1235,1104493020285,,Thomas N Frederick Juvenile Justice,Thomas N Frederick Juvenile Justice Ctr,,,51238,,41.6636828,-86.2481231,41.6636828,-86.2481231,1016 South Michigan Street,South Bend,IN,46601
5614,K1238,1104486586817,,Thomasville State,Thomasville State Complx,,,155221,,31.9364773,-87.7513867,31.9364773,-87.7513867,2115 Bashi Road,Thomasville,AL,36784
5615,K1235,1104485049870,,Thompson,Thompson Acdmy,,,14455,,25.9993406,-80.2536084,25.9993406,-80.2536084,1151 Poinciana Drive,Pembroke Pines,FL,33025
5616,K1237,1104474722698,,Thompson Correctional,Thompson Correctional Ctr,,,66376,,43.0248874,-89.0448246,43.0248874,-89.0448246,434 State Farm Road,Deerfield,WI,53531
5617,K1236,1104493891328,,Three Forks Regional,Three Forks Regional Detention Ctr,,,30936,,37.6057254,-83.7101652,37.6057254,-83.7101652,2221 Fairgrounds Ridge Road,Beattyville,KY,41311
5618,K1237,1104475532478,,Three Lakes Valley Conservation,Three Lakes Valley Conservation Cp,,,193394,,36.5147038,-115.5611429,36.5147038,-115.5611429, Cold Creek Road,Las Vegas,NV,89124
5619,K1237,1104689782423,,Thumb,Thumb Corr Faclty,,,286070,,43.0348613,-83.3487779,43.0348613,-83.3487779,3225 John Conley Drive,Lapeer,MI,48446
5620,K1236,1104692441146,,Thurston County,Thurston County Courthouse,,,6378,,42.1137933,-96.7091463,42.1137933,-96.7091463,106 5th Street,Pender,NE,68047
5621,K1236,1104475177050,,Thurston County,Thurston County Jail,,,38134,,47.0297483,-122.9122099,47.0297483,-122.9122099,2000 Lakeridge Drive Southwest,Olympia,WA,98502
5622,K1235,1104475177433,,Thurston County Juvenile Detention,Thurston County Juvenile Detention Faclty,,,64299,,47.0171384,-122.9424239,47.0171384,-122.9424239,2801 32nd Avenue Southwest,Olympia,WA,98512
5623,K1236,1104696092251,,Tift County,Tift County Jail,,,45713,,31.4544369,-83.5176278,31.4544369,-83.5176278,500 Morgan Drive,Tifton,GA,31794
5624,K1235,1104483673485,,Tiger Success,Tiger Success Ctr,,,42228,,30.541569,-81.7220447,30.541569,-81.7220447,4501 Lannie Road,Jacksonville,FL,32218
5625,K1236,1104486649675,,Tillamook County,Tillamook County Jail,,,17102,,45.4248098,-123.8046747,45.4248098,-123.8046747,5995 Long Prairie Road,Tillamook,OR,97141
5626,K1235,1104486650012,,Tillamook Youth,Tillamook Youth Corr Faclty,,,140588,,45.4248639,-123.796347,45.4248639,-123.796347,6820 Barrack Circle,Tillamook,OR,97141
5627,K1237,1104691748374,,Tillery Correctional,Tillery Correctional Ctr,,,144990,,36.2912069,-77.4625103,36.2912069,-77.4625103,1874 State Road 1141,Halifax,NC,27839
5628,K1236,1104699698874,,Tillman County Law Enforcement,Tillman County Law Enforcement Ctr,,,6327,,34.3778879,-99.0168806,34.3778879,-99.0168806,1200 South Main Street,Frederick,OK,73542
5629,K1235,1104699631147,,Tioga County Detention Program,Tioga County Detention Program,,,15809,,41.7410898,-77.2712905,41.7410898,-77.2712905,1873 Shumway Hill Road,Wellsboro,PA,16901
5630,K1236,1104699611069,,Tioga County,Tioga County Jail,,,31748,,42.1420076,-76.2666738,42.1420076,-76.2666738,103 Corporate Drive,Owego,NY,13827
5631,K1236,1104493093888,,Tioga County,Tioga County Prison,,,27401,,41.7385867,-77.2686084,41.7385867,-77.2686084,1768 Shumway Hill Road,Wellsboro,PA,16901
5632,K1236,1104690852753,,Tippah County,Tippah County Jail,,,4723,,34.7306485,-88.9502588,34.7306485,-88.9502588,205 West Spring Street,Ripley,MS,38663
